mounted, id, time
10000, 17, 286
10000, 3, 352
10000, 14, 404
10000, 9, 426
10000, 37, 435
10000, 56, 462
10000, 2, 474
10000, 15, 520
10000, 33, 523
10000, 8, 536
10000, 41, 562
10000, 12, 611
10000, 11, 609
10000, 19, 647
10000, 28, 655
10000, 20, 666
10000, 5, 676
10000, 24, 678
10000, 38, 669
10000, 42, 650
10000, 49, 675
10000, 35, 663
10000, 45, 687
10000, 10, 712
10000, 21, 709
10000, 40, 729
10000, 30, 744
10000, 59, 733
10000, 4, 760
10000, 160, 754
10000, 7, 813
10000, 105, 740
10000, 23, 813
10000, 22, 813
10000, 44, 788
10000, 60, 777
10000, 27, 822
10000, 208, 719
10000, 31, 802
10000, 199, 708
10000, 82, 832
10000, 43, 838
10000, 32, 808
10000, 104, 809
10000, 50, 823
10000, 36, 839
10000, 81, 827
10000, 123, 677
10000, 61, 866
10000, 67, 870
10000, 158, 817
10000, 52, 878
10000, 58, 857
10000, 53, 880
10000, 25, 949
10000, 66, 898
10000, 71, 920
10000, 70, 932
10000, 13, 990
10000, 39, 1040
10000, 29, 1085
10000, 80, 1034
10000, 16, 1158
10000, 128, 1005
10000, 73, 1175
10000, 6, 1248
10000, 78, 1211
10000, 90, 1208
10000, 107, 1181
10000, 47, 1209
10000, 121, 1150
10000, 1, 1295
10000, 34, 1273
10000, 69, 1250
10000, 143, 1190
10000, 217, 1171
10000, 99, 1263
10000, 108, 1210
10000, 283, 1107
10000, 86, 1170
10000, 171, 1206
10000, 140, 1236
10000, 241, 1192
10000, 112, 1278
10000, 295, 1044
10000, 223, 1262
10000, 103, 1392
10000, 262, 1220
10000, 167, 1385
10000, 273, 1125
10000, 360, 980
10000, 210, 1402
10000, 155, 1449
10000, 282, 1157
10000, 72, 1527
10000, 266, 1194
10000, 145, 1516
10000, 294, 1288
10000, 161, 1548
10000, 101, 1583
10000, 251, 1374
10000, 194, 1549
10000, 159, 1566
10000, 55, 1612
10000, 18, 1679
10000, 218, 1539
10000, 191, 1621
10000, 242, 1509
10000, 231, 1547
10000, 261, 1507
10000, 102, 1687
10000, 51, 1736
10000, 296, 1480
10000, 126, 1593
10000, 169, 1729
10000, 97, 1723
10000, 131, 1634
10000, 165, 1772
10000, 156, 1757
10000, 141, 1811
10000, 168, 1853
10000, 232, 1696
10000, 77, 1880
10000, 322, 1613
10000, 225, 1728
10000, 190, 1822
10000, 74, 1891
10000, 154, 1948
10000, 152, 1890
10000, 166, 1991
10000, 254, 1628
10000, 111, 1929
10000, 339, 1503
10000, 286, 1775
10000, 48, 2041
10000, 76, 2047
10000, 183, 1973
10000, 197, 1998
10000, 293, 1852
10000, 351, 1612
10000, 278, 1914
10000, 249, 1937
10000, 245, 1866
10000, 113, 1999
10000, 180, 2039
10000, 243, 1906
10000, 100, 2090
10000, 96, 2109
10000, 94, 2103
10000, 162, 2101
10000, 213, 2045
10000, 173, 2090
10000, 288, 1867
10000, 106, 2167
10000, 176, 2166
10000, 427, 1341
10000, 260, 2021
10000, 203, 2121
10000, 153, 2188
10000, 46, 2266
10000, 125, 2085
